Status,Issue #,Priority,Category,Issue,Tenant,Unit,Closed,Description
NOT COMPLIED WITH,14602396,B,Violations,14602396,,1B,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING ABOVE BATHTUB IN THE BATHROOM LOCATED AT APT 1B, 1st STORY, 2nd APARTMENT FROM WEST AT NORTH"
NOT COMPLIED WITH,14602403,C,Violations,14602403,,1H,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1H, 1st STORY, 3rd APARTMENT FROM EAST AT SOUTH"
NOV SENT OUT,15599940,C,Violations,15599940,,,,SECTION 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCKED DOOR AT BOILER ROOM
VIOLATION WILL BE REINSPECTED,14633012,A,Violations,14633012,,1G,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE CLOSET DOOR AT EAST WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 1G, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION ''NORTH''"
NOV SENT OUT,15256821,A,Violations,15256821,,1E,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING, AND ALL WALLS IN THE KITCHEN LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15256822,B,Violations,15256822,,1E,,"SECTION 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15256825,A,Violations,15256825,,1E,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AND ALL WALLS IN THE PRIVATE HALLWAY LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15256826,A,Violations,15256826,,1E,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AND ALL WALLS IN THE 2nd ROOM FROM NORTH LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15256828,A,Violations,15256828,,1E,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EAST AND NORTH WALLS IN THE BATHROOM LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15256823,B,Violations,15256823,,1E,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15256824,A,Violations,15256824,,1E,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AND ALL WALLS IN THE FOYER LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15256829,B,Violations,15256829,,1E,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 3rd ROOM FROM NORTH AT WEST LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15256830,A,Violations,15256830,,1E,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS IN THE 3rd ROOM FROM NORTH AT WEST LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15256831,A,Violations,15256831,,1E,,"SECTION 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION RADIATOR COVER IN THE 3rd ROOM FROM NORTH AT WEST LOCATED AT APT 1E, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST"
INVALID CERTIFICATION,15256833,A,Violations,15256833,,,,SECTION 27-2005 ADM CODE REFIT BUILDING ENTRANCE DOOR
INVALID CERTIFICATION,15256836,A,Violations,15256836,,,,"SECTION 27-2005 ADM CODE REFIT FIRE DOOR BETWEEN NORTH AND SOUTH SECTIONS AT PUBLIC HALL, 1st STORY"
NOV SENT OUT,15257469,B,Violations,15257469,,6F,,"SECTION 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 6F, 6th STORY, 3rd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15257470,B,Violations,15257470,,6F,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 6F, 6th STORY, 3rd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15257474,B,Violations,15257474,,6F,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILE ON FLOOR IN THE BATHROOM LOCATED AT APT 6F, 6th STORY, 3rd APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15257475,B,Violations,15257475,,6F,,"SECTION 27-2005 ADM CODE PROPERLY SECURE THE LOOSE GLASS PANE AT CENTER WINDOW IN THE 2nd ROOM FROM NORTH LOCATED AT APT 6F, 6th STORY, 3rd APARTMENT FROM SOUTH AT WEST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,15001288,C,Violations,15001288,,6L,,"SECTION 27-2026 ADM CODE REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET IN THE BATHROOM LOCATED AT APT 6L, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,15001294,B,Violations,15001294,,6L,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 6L, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,14658372,B,Violations,14658372,,4C,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE SLIDING DOORS AT CLOSET IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 4C, 4th STORY, 3rd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH''"
VIOLATION WILL BE REINSPECTED,14665569,A,Violations,14665569,,3D,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE WOOD DOOR AT SINK BASE CABINET IN THE KITCHEN LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15257780,B,Violations,15257780,,4F,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE BATHROOM LOCATED AT APT 4F, 4th STORY, 4th APARTMENT FROM SOUTH AT WEST"
INVALID CERTIFICATION,15257782,C,Violations,15257782,,4F,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 4F, 4th STORY, 4th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15257781,B,Violations,15257781,,4F,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE MECHANIAL VENTILATION IN THE BATHROOM LOCATED AT APT 4F, 4th STORY, 4th APARTMENT FROM SOUTH AT WEST"
DEFECT LETTER ISSUED,14515556,B,Violations,14515556,,3D,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT ALL WALLS APPROX..10 SQ.FT IN THE BATHROOM LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST"
DEFECT LETTER ISSUED,14944183,C,Violations,14944183,,4C,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 4C, 4th STORY, 5th APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14830752,A,Violations,14830752,,3A,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE WEST WALL IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 3A, 3rd STORY, 4th APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15449438,B,Violations,15449438,,1E,,"SECTION 27-2024 ADM CODE PROVIDE ADEQUATE SUPPLY OF HOT WATER FOR THE FIXTURES AT THE WASH BASIN IN THE BATHROOM LOCATED AT APT 1E, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
NOTICE OF ISSUANCE SENT TO TENANT,15449439,C,Violations,15449439,,1E,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1E, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14830748,A,Violations,14830748,,3A,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE NORTH WALL IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 4th APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14830749,A,Violations,14830749,,3A,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE EAST WALL IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 4th APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14830753,A,Violations,14830753,,3A,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING IN THE KITCHEN LOCATED AT APT 3A, 3rd STORY, 4th APARTMENT FROM NORTH AT EAST"
VIOLATION WILL BE REINSPECTED,15072761,C,Violations,15072761,,,,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT VESTIBULE AT PUBLIC HALL, 1st STORY"
NOV SENT OUT,15282947,C,Violations,15282947,,,,SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOCK SET AT VESTIBULE DOOR TO BASEMENT STORY PUBLIC HALL
NOT COMPLIED WITH,14803722,B,Violations,14803722,,4D,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE GROUT CERMIC TILES AT WEST WALL, EAST WALL, AND SOUTH WALL IN THE BATHROOM LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOT COMPLIED WITH,14803723,B,Violations,14803723,,4D,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL GLAZE AT BATHTUB IN THE BATHROOM LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV CERTIFIED LATE,15001293,C,Violations,15001293,,6L,,"SECTION 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK AT CEILING IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 6L, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15290251,C,Violations,15290251,,,,"SECTION 27-2005, 2007 ADM CODE REMOVE DEVICE PREVENTING DOOR FROM BEING SELF-CLOSING AIRCONDITIONER PROTRUDING BEYOND WINDOW SILL AT STORY 3 BALCONY AT SOUTH STACK AT BUILDING FRONT"
NOV SENT OUT,15290252,B,Violations,15290252,,,,SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOCKSET AT VESTIBULE DOOR TO PUBLIC HALL AT BASEMENT
NOV SENT OUT,15290254,A,Violations,15290254,,,,SECTION 27-2005 ADM CODE REFIT BUILDING ENTRANCE DOOR
NOV CERTIFIED LATE,14944403,C,Violations,14944403,,4A,,"SECTION 27-2070 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES AT RANGE IN THE KITCHEN LOCATED AT APT 4A, 4th STORY, 3rd APARTMENT FROM NORTH AT EAST"
DEFECT LETTER ISSUED,15095108,C,Violations,15095108,,4C,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 4C, 4th STORY, 5th APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,15095111,A,Violations,15095111,,4C,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 2nd ROOM FROM EAST LOCATED AT APT 4C, 4th STORY, 5th APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,15095112,A,Violations,15095112,,4C,,"SECTION 27-2005 ADM CODE REFIT CLOSET DOOR IN THE 1st ROOM FROM EAST LOCATED AT APT 4C, 4th STORY, 5th APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,14803724,B,Violations,14803724,,4D,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE DOOR IN THE BATHROOM LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOT COMPLIED WITH,14803725,B,Violations,14803725,,4D,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE INTERCOM SYSTEM PANEL AT WEST WALL IN THE FOYER LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOT COMPLIED WITH,14803726,B,Violations,14803726,,4D,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE FORMICA COUNTERTOP AND BASE CABINET AT SINK IN THE KITCHEN LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST"
VIOLATION WILL BE REINSPECTED,14944092,C,Violations,14944092,,6K,,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE IN THE ENTRANCE LOCATED AT APT 6K, 6th STORY, 1st APARTMENT FROM NORTH AT EAST"
VIOLATION WILL BE REINSPECTED,14944096,C,Violations,14944096,,,,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT ENTRANCE LEADING TO PUBLIC HALL STAIRS , 5th STORY, SECTION ''SOUTH''"
VIOLATION WILL BE REINSPECTED,14944097,C,Violations,14944097,,6E,,"SECTION 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE IN THE ENTRANCE LOCATED AT APT 6E, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,14944352,C,Violations,14944352,,4A,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 4A, 4th STORY, 3rd APARTMENT FROM NORTH AT EAST"
INVALID CERTIFICATION,15215041,B,Violations,15215041,,4B,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX 1 SQ. FT. AT EAST WALL IN THE 1st ROOM FROM EAST LOCATED AT APT 4B, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST , SECTION ''SOUTH'' ORIGINAL VIOLATION 14825861 ISSUED 13-FEB-22 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
DEFECT LETTER ISSUED,15104996,B,Violations,15104996,,1L,,"SECTION 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... 5 SQFT AT THE NORTH WALL IN THE KITCHEN LOCATED AT APT 1L, 1st STORY, 2nd APARTMENT FROM NORTH AT EAST ORIGINAL VIOLATION 14713583 ISSUED 09-DEC-21 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE ï¿½27-2017.3a(3)(a) or (b)."
FIRST NO ACCESS TO RE- INSPECT VIOLATION,15105224,B,Violations,15105224,,3C,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILNG IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 3C, 3rd STORY, 5th APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,15105221,A,Violations,15105221,,3C,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING IN THE KITCHEN LOCATED AT APT 3C, 3rd STORY, 5th APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,15105223,A,Violations,15105223,,3C,,"SECTION 27-2005 ADM CODE PROPERLY SECURE THE LOOSE SLIDING CLOSET DOORS TO TOP TRACK IN THE FOYER LOCATED AT APT 3C, 3rd STORY, 5th APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15105227,C,Violations,15105227,,3C,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 3C, 3rd STORY, 5th APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,15105446,C,Violations,15105446,,2D,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE METAL ENTRANCE DOOR IN THE ENTRANCE LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOT COMPLIED WITH,15105473,B,Violations,15105473,,2D,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST"
VIOLATION WILL BE REINSPECTED,14724040,B,Violations,14724040,,2B,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE INTERCOM SYSTEM IN THE FOYER LOCATED AT APT 2B, 2nd STORY, 4th APARTMENT FROM WEST AT NORTH"
NOT COMPLIED WITH,15113294,A,Violations,15113294,,4G,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE PORCELAIN ENAMEL GLAZE AT SURFACE OF BATH TUB IN THE BATHROOM LOCATED AT APT 4G, 4th STORY, 4th APARTMENT FROM SOUTH AT WEST"
NOT COMPLIED WITH,15113412,B,Violations,15113412,,2K,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT FLOOR IN THE BATHROOM LOCATED AT APT 2K, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,15113415,B,Violations,15113415,,2K,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE ROTTED WOOD VANITY BASE CABINET IN THE BATHROOM LOCATED AT APT 2K, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,15113431,A,Violations,15113431,,3A,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE INOPERATIVE BELL AND RETURN BUZZER SYSTEM FROM 1ST STORY PUBLIC HALL TO NORTH WALL IN THE FOYER LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,15113433,A,Violations,15113433,,3A,,"SECTION 27-2005 ADM CODE REFIT THE DOOR AT ENTRANCE IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,15113425,C,Violations,15113425,,3A,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,15113428,A,Violations,15113428,,3A,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILINGS IN THE ENTIRE APARTMENT LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,15113440,A,Violations,15113440,,3A,,"SECTION 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE GROUT BETWEEN CERAMIC WALL TILES AND PERIMETER OF BATH TUB IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST"
FIRST NO ACCESS TO RE- INSPECT VIOLATION,15113444,A,Violations,15113444,,3A,,"SECTION 27-2043 ADM CODE PROVIDE A LOCK AND KEY TO THE ENTRANCE DOOR OF DWELLING UNIT AND, IF A CL A MULTIPLE DWELLING, ALSO A CHAIN DOOR GUARD IN THE ENTRANCE LOCATED AT APT 3A, 3rd STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOT COMPLIED WITH,15113621,A,Violations,15113621,,,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE EAST WALL AT PUBLIC HALL, 6th STORY, SECTION ''NORTH''"
NOV SENT OUT,15113674,B,Violations,15113674,,6L,,"SECTION 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING IN THE 2nd ROOM FROM NORTH LOCATED AT APT 6L, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113675,B,Violations,15113675,,6L,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 2nd ROOM FROM NORTH LOCATED AT APT 6L, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113677,B,Violations,15113677,,6L,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE ROTTED WOOD VANITY CABINET IN THE BATHROOM LOCATED AT APT 6L, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113731,B,Violations,15113731,,6D,,"SECTION 27-2005 ADM CODE PROPERLY SECURE THE LOOSE WOOD FLOOR IN THE PRIVATE HALLWAY LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15113732,B,Violations,15113732,,6D,,"SECTION 27-2037, 2038 HMC: PROVIDE A SAFE AND ADEQUATE SUPPLY OF ELECTRIC SERVICE TO THE FIXTURES AT CEILING IN THE PRIVATE HALLWAY LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15113736,A,Violations,15113736,,6A,,"SECTION 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILING IN THE KITCHEN LOCATED AT APT 6A, 6th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113737,A,Violations,15113737,,6A,,"SECTION 27-2005 ADM CODE PROPERLY SECURE THE LOOSE DOOR AT WOOD VANITY BASE CABINET IN THE BATHROOM LOCATED AT APT 6A, 6th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113738,A,Violations,15113738,,6A,,"SECTION 27-2026 ADM CODE RESET, SO AS TO SECURE A PROPER AND TIGHT CONNECTION, THE WATER CLOSET BOWL TO FLOOR IN THE BATHROOM LOCATED AT APT 6A, 6th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOTICE OF ISSUANCE SENT TO TENANT,15113739,C,Violations,15113739,,6A,,"HMC ADM CODE: ï¿½ 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 6A, 6th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113740,B,Violations,15113740,,6A,,"SECTION 27-2005 ADM CODE PROPERLY SECURE THE LOOSE HANDLE AT WATER DIVERTER AT SHOWER BODY AT BATH TUB IN THE BATHROOM LOCATED AT APT 6A, 6th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113742,B,Violations,15113742,,6A,,"SECTION 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING IN THE 1st ROOM FROM NORTH LOCATED AT APT 6A, 6th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113743,B,Violations,15113743,,6A,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND EAST WALL IN THE 1st ROOM FROM NORTH LOCATED AT APT 6A, 6th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113744,B,Violations,15113744,,6A,,"SECTION 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING IN THE 2nd ROOM FROM NORTH LOCATED AT APT 6A, 6th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113745,B,Violations,15113745,,6A,,"SECTION 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND EAST WALL IN THE 2nd ROOM FROM NORTH LOCATED AT APT 6A, 6th STORY, 3rd APARTMENT FROM NORTH AT EAST"
NOV SENT OUT,15113751,B,Violations,15113751,,6H,,"SECTION 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE MARBLE SADDLE AT ENTRANCE IN THE KITCHEN LOCATED AT APT 6H, 6th STORY, 5th APARTMENT FROM SOUTH AT WEST"
NOV SENT OUT,15113753,B,Violations,15113753,,6H,,"SECTION 27-2005 ADM CODE PROPERLY SECURE THE LOOSE SLIDING CLOSET DOORS TO TRACK IN THE FOYER LOCATED AT APT 6H, 6th STORY, 5th APARTMENT FROM SOUTH AT WEST"
